Sub-Category ,Product_Name,Model_Number,Size,Power_W,Voltage,CCT,CRI_RA,Lumen,Efficacy_Lumen_per_W,Dimming_Type,Material_Finish,Sensors_and_Controls,Occupancy,Bi_Level,PIR_Microwave_Bluetooth,Remote Control,Plugin _Sensor,Emergency_Backup_Battery,Junction_Cover,Mounting,Installation_Kits,Adjustment_Dial,Certifications,Price_per_Piece,Lead_Time,Cut_Sheet,Warranty,MOQ,COST_China_DDP_USA,COST_Thailand_Vietnam,Photo,IP_Rating
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL12IN20W5CCT,12'',16W,AC120V,"2.7-5k, Tunable",80,1400lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,yes,no ,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL12IN20W5CCT,12'',16W,AC120V,"2.7-5k, Tunable",80,1400lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,no ,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL12IN20W5CCT,12'',16W,AC120V,"2.7-5k, Tunable",80,1400lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,no ,no,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL12IN20W5CCT,12'',16W,AC120V,"2.7-5k, Tunable",80,1400lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,yes,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL12IN20W5CCT,12'',16W,AC120V,"2.7-5k, Tunable",80,1400lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,yes,no,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL12IN20W5CCT,12'',16W,AC120V,"2.7-5k, Tunable",80,1400lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,no ,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL12IN20W5CCT,12'',16W,AC120V,"2.7-5k, Tunable",80,1400lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,yes,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,no,,,,no,no ,no,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,no,,,,no,yes,no ,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,no,,,,no,no ,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,no,,,,yes,no ,no,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,no,,,,no,yes,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,no,,,,yes,yes,no,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,no,,,,yes,no ,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,no,,,,yes,yes,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,no ,no,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,yes,no ,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,no ,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,no ,no,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,yes,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,yes,no,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,no ,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-CL14IN24W5CCT,14'',20W,AC120V,"2.7-5k, Tunable",80,1500lm,70lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,yes,yes,,Surface,,,ETL T24,,75 days,https://drive.google.com/file/d/1IjSMBWujd7BkgZvzmfSjgLYArSJZYIVy/view?usp=drive_link,5 Yr,"2,000",,,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,no,,,,no,no ,no,,Surface,,,ETL DLC Premium T24,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,no,,,,no,yes,no ,,Surface,,,ETL DLC Premium T24,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,no,,,,no,no ,yes,,Surface,,,ETL DLC Premium T24,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,no,,,,yes,no ,no,,Surface,,,ETL DLC Premium T24,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,no,,,,no,yes,yes,,Surface,,,ETL DLC Premium T24,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,no,,,,yes,yes,no,,Surface,,,ETL DLC Premium T24,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,no,,,,yes,no ,yes,,Surface,,,ETL DLC Premium T24,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,no,,,,yes,yes,yes,,Surface,,,ETL DLC Premium T24,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,no ,no,,Surface,,,ETL DLC Premium T24,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,yes,no ,,Surface,,,ETL DLC Premium T25,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,no ,yes,,Surface,,,ETL DLC Premium T26,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,no ,no,,Surface,,,ETL DLC Premium T27,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,yes,yes,,Surface,,,ETL DLC Premium T28,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,yes,no,,Surface,,,ETL DLC Premium T29,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,no ,yes,,Surface,,,ETL DLC Premium T30,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,DM-DLMS20WT-2733545K,14'',20/25/30/35W,AC120V,"2.7-5k, Tunable",80,2800lm,140lm/w,Triac,Brush Nickel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",yes,yes,yes,,Surface,,,ETL DLC Premium T31,,75 days,https://drive.google.com/file/d/1-hSsZaxS7_qsovIE3FLgM2N21_gZkL6P/view?usp=drive_link,5 Yr,"2,000",$36.00(DDP),,https://drive.google.com/file/d/1HAQ1Iucv7BC33ha5qeNLEMKZjthzdT4j/view?usp=sharing,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LED Flush Mount Light,LED Double Ring Ceiling Light,ARVL-HY-DR12-16WCCT,"12""",16W,AC120V,"2.7-6.5k, Tunable",80,1280lm,80lm/w,Triac,Stainless Steel/Metal,no,,,,no,no ,no,,Surface,,,ETL T24,,85 days,https://drive.google.com/file/d/1yxy0epeKUREcIq-_pfBufKJYjH2DDVfh/view?usp=drive_link,5 Yr,"1,000",$6.70 (Ningbo),,https://drive.google.com/file/d/1R9xLBl5K1zddCLbexUsM2TqapYdFLjca/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,ARVL-HY-DR12-16WCCT,"12""",16W,AC120V,"2.7-6.5k, Tunable",80,1280lm,80lm/w,Triac,Stainless Steel/Metal,no,,,,no,yes,no ,,Surface,,,ETL T24,,85 days,https://drive.google.com/file/d/1yxy0epeKUREcIq-_pfBufKJYjH2DDVfh/view?usp=drive_link,5 Yr,"1,000",$6.70 (Ningbo),,https://drive.google.com/file/d/1R9xLBl5K1zddCLbexUsM2TqapYdFLjca/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,ARVL-HY-DR12-16WCCT,"12""",16W,AC120V,"2.7-6.5k, Tunable",80,1280lm,80lm/w,Triac,Stainless Steel/Metal,no,,,,no,no ,yes,,Surface,,,ETL T24,,85 days,https://drive.google.com/file/d/1yxy0epeKUREcIq-_pfBufKJYjH2DDVfh/view?usp=drive_link,5 Yr,"1,000",$6.70 (Ningbo),,https://drive.google.com/file/d/1R9xLBl5K1zddCLbexUsM2TqapYdFLjca/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,ARVL-HY-DR12-16WCCT,"12""",16W,AC120V,"2.7-6.5k, Tunable",80,1280lm,80lm/w,Triac,Stainless Steel/Metal,no,,,,yes,no ,no,,Surface,,,ETL T24,,85 days,https://drive.google.com/file/d/1yxy0epeKUREcIq-_pfBufKJYjH2DDVfh/view?usp=drive_link,5 Yr,"1,000",$6.70 (Ningbo),,https://drive.google.com/file/d/1R9xLBl5K1zddCLbexUsM2TqapYdFLjca/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,ARVL-HY-DR12-16WCCT,"12""",16W,AC120V,"2.7-6.5k, Tunable",80,1280lm,80lm/w,Triac,Stainless Steel/Metal,no,,,,no,yes,yes,,Surface,,,ETL T24,,85 days,https://drive.google.com/file/d/1yxy0epeKUREcIq-_pfBufKJYjH2DDVfh/view?usp=drive_link,5 Yr,"1,000",$6.70 (Ningbo),,https://drive.google.com/file/d/1R9xLBl5K1zddCLbexUsM2TqapYdFLjca/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,ARVL-HY-DR12-16WCCT,"12""",16W,AC120V,"2.7-6.5k, Tunable",80,1280lm,80lm/w,Triac,Stainless Steel/Metal,no,,,,yes,yes,no,,Surface,,,ETL T24,,85 days,https://drive.google.com/file/d/1yxy0epeKUREcIq-_pfBufKJYjH2DDVfh/view?usp=drive_link,5 Yr,"1,000",$6.70 (Ningbo),,https://drive.google.com/file/d/1R9xLBl5K1zddCLbexUsM2TqapYdFLjca/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,ARVL-HY-DR12-16WCCT,"12""",16W,AC120V,"2.7-6.5k, Tunable",80,1280lm,80lm/w,Triac,Stainless Steel/Metal,no,,,,yes,no ,yes,,Surface,,,ETL T24,,85 days,https://drive.google.com/file/d/1yxy0epeKUREcIq-_pfBufKJYjH2DDVfh/view?usp=drive_link,5 Yr,"1,000",$6.70 (Ningbo),,https://drive.google.com/file/d/1R9xLBl5K1zddCLbexUsM2TqapYdFLjca/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,ARVL-HY-DR12-16WCCT,"12""",16W,AC120V,"2.7-6.5k, Tunable",80,1280lm,80lm/w,Triac,Stainless Steel/Metal,no,,,,yes,yes,yes,,Surface,,,ETL T24,,85 days,https://drive.google.com/file/d/1yxy0epeKUREcIq-_pfBufKJYjH2DDVfh/view?usp=drive_link,5 Yr,"1,000",$6.70 (Ningbo),,https://drive.google.com/file/d/1R9xLBl5K1zddCLbexUsM2TqapYdFLjca/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,ARVL-HY-DR12-16WCCT,"12""",16W,AC120V,"2.7-6.5k, Tunable",80,1280lm,80lm/w,Triac,Stainless Steel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,no ,no,,Surface,,,ETL T24,,85 days,https://drive.google.com/file/d/1yxy0epeKUREcIq-_pfBufKJYjH2DDVfh/view?usp=drive_link,5 Yr,"1,000",$6.70 (Ningbo),,https://drive.google.com/file/d/1R9xLBl5K1zddCLbexUsM2TqapYdFLjca/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,ARVL-HY-DR12-16WCCT,"12""",16W,AC120V,"2.7-6.5k, Tunable",80,1280lm,80lm/w,Triac,Stainless Steel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,yes,no ,,Surface,,,ETL T24,,85 days,https://drive.google.com/file/d/1yxy0epeKUREcIq-_pfBufKJYjH2DDVfh/view?usp=drive_link,5 Yr,"1,000",$6.70 (Ningbo),,https://drive.google.com/file/d/1R9xLBl5K1zddCLbexUsM2TqapYdFLjca/view?usp=sharing,
LED Flush Mount Light,LED Double Ring Ceiling Light,ARVL-HY-DR12-16WCCT,"12""",16W,AC120V,"2.7-6.5k, Tunable",80,1280lm,80lm/w,Triac,Stainless Steel/Metal,B-Level,,yes,"PIR,Microwave,Bluetooth",no,no ,yes,,Surface,,,ETL T24,,85 days,https://drive.google.com/file/d/1yxy0epeKUREcIq-_pfBufKJYjH2DDVfh/view?usp=drive_link,5 Yr,"1,000",$6.70 (Ningbo),,https://drive.google.com/file/d/1R9xLBl5K1zddCLbexUsM2TqapYdFLjca/view?usp=sharing,
